model_id,setting,task_id,n_items,n_outputs,repeats,primary_metric,primary_mean_100,primary_sd_across_5_runs_100,all_five_exact_agreement_rate,mean_pairwise_exact_agreement,agreement_object,mean_pairwise_BERTScore,semantic_valid_pair_n,semantic_total_pair_n,strict_format_100,no_final_outputs,primary_numeric_status,duplicate_setting_note,setting_label,duplicate_of_setting,duplicate_counterpart,semantic_pair_missing_n,semantic_pair_coverage_rate,semantic_pair_status,delivery_failure_outputs,delivery_status
Baichuan2-7B-Chat,T02_R5,qa_v4_5,15,75,5,recoverable_accuracy,2.6666666666666665,3.651483716701107,0.9333333333333333,0.9600000000000001,task answer/set,,0,0,100.0,0,COMPUTED,,T=0.2,,,0,,NOT_APPLICABLE,0,COMPLETE_DELIVERY
Baichuan2-7B-Chat,T02_R5,reasoning,12,60,5,judgment_accuracy,100.0,0.0,1.0,1.0,task answer/set,0.9095942293604214,120,120,0.0,0,COMPUTED,,T=0.2,,,0,1.0,COMPLETE,0,COMPLETE_DELIVERY
Baichuan2-7B-Chat,T02_R5,relationship,12,60,5,corpus_micro_f1,21.646717630020714,6.515229045838584,0.16666666666666666,0.35833333333333334,task answer/set,,0,0,0.0,0,COMPUTED,,T=0.2,,,0,,NOT_APPLICABLE,0,COMPLETE_DELIVERY
Baichuan2-7B-Chat,T02_R5,rewriting,12,60,5,calibrated_rubric_total,,,0.0,0.008333333333333333,"final text, not quality",0.8413851136962572,120,120,,0,LANGUAGE_QUALITY_NOT_MEASURED,,T=0.2,,,0,1.0,COMPLETE,0,COMPLETE_DELIVERY
Baichuan2-7B-Chat,T02_R5,story_generation,11,55,5,calibrated_rubric_total,,,0.0,0.0,"final text, not quality",0.8398115144056433,102,110,,0,LANGUAGE_QUALITY_NOT_MEASURED,,T=0.2,,,8,0.9272727272727272,PARTIAL,0,COMPLETE_DELIVERY
Baichuan2-7B-Chat,T02_R5,structuring,15,75,5,mean_item_CNHI_H_binarySC_mean_field_BERTScoreF1,70.66440821098685,5.520141381716791,0.0,0.14,"final text, not quality",0.8893138586658321,146,150,14.666666666666666,0,COMPUTED,,T=0.2,,,4,0.9733333333333334,PARTIAL,0,COMPLETE_DELIVERY
Baichuan2-7B-Chat,T07_R5,classification,11,55,5,accuracy,7.2727272727272725,4.065578140908708,0.2727272727272727,0.6363636363636362,task answer/set,,0,0,100.0,0,COMPUTED,,T=0.7,,,0,,NOT_APPLICABLE,0,COMPLETE_DELIVERY
Baichuan2-7B-Chat,T07_R5,continuation,11,55,5,calibrated_rubric_total,,,0.0,0.0,"final text, not quality",0.7633400857448578,110,110,0.0,0,LANGUAGE_QUALITY_NOT_MEASURED,,T=0.7,,,0,1.0,COMPLETE,0,COMPLETE_DELIVERY
Baichuan2-7B-Chat,T07_R5,qa_v4_5,15,75,5,recoverable_accuracy,5.333333333333333,2.9814239699997196,0.6,0.8133333333333332,task answer/set,,0,0,100.0,0,COMPUTED,,T=0.7,,,0,,NOT_APPLICABLE,0,COMPLETE_DELIVERY
Baichuan2-7B-Chat,T07_R5,reasoning,12,60,5,judgment_accuracy,100.0,0.0,1.0,1.0,task answer/set,0.7917983134587606,120,120,0.0,0,COMPUTED,,T=0.7,,,0,1.0,COMPLETE,0,COMPLETE_DELIVERY
Baichuan2-7B-Chat,T07_R5,relationship,12,60,5,corpus_micro_f1,18.29792864790595,10.510486850358978,0.0,0.18333333333333335,task answer/set,,0,0,0.0,0,COMPUTED,,T=0.7,,,0,,NOT_APPLICABLE,0,COMPLETE_DELIVERY
Baichuan2-7B-Chat,T07_R5,rewriting,12,60,5,calibrated_rubric_total,,,0.0,0.0,"final text, not quality",0.7907071491082509,120,120,,0,LANGUAGE_QUALITY_NOT_MEASURED,,T=0.7,,,0,1.0,COMPLETE,0,COMPLETE_DELIVERY
Baichuan2-7B-Chat,T07_R5,story_generation,11,55,5,calibrated_rubric_total,,,0.0,0.0,"final text, not quality",0.8086860101178007,106,110,,0,LANGUAGE_QUALITY_NOT_MEASURED,,T=0.7,,,4,0.9636363636363636,PARTIAL,0,COMPLETE_DELIVERY
Baichuan2-7B-Chat,T07_R5,structuring,15,75,5,mean_item_CNHI_H_binarySC_mean_field_BERTScoreF1,71.17218105804076,6.4649809004944325,0.0,0.0,"final text, not quality",0.8352228525566728,146,150,25.333333333333336,0,COMPUTED,,T=0.7,,,4,0.9733333333333334,PARTIAL,0,COMPLETE_DELIVERY
QwQ-32B,BASE_R5,classification,11,55,5,accuracy,80.0,7.606000241218867,0.8181818181818182,0.9090909090909091,task answer/set,,0,0,100.0,0,COMPUTED,,Default,,,0,,NOT_APPLICABLE,0,COMPLETE_DELIVERY
QwQ-32B,BASE_R5,continuation,11,55,5,calibrated_rubric_total,,,0.0,0.0,"final text, not quality",0.7129172373901714,110,110,100.0,0,LANGUAGE_QUALITY_NOT_MEASURED,,Default,,,0,1.0,COMPLETE,0,COMPLETE_DELIVERY
QwQ-32B,BASE_R5,qa_v4_5,15,75,5,recoverable_accuracy,100.0,0.0,1.0,1.0,task answer/set,,0,0,100.0,0,COMPUTED,,Default,,,0,,NOT_APPLICABLE,0,COMPLETE_DELIVERY
QwQ-32B,BASE_R5,reasoning,12,60,5,judgment_accuracy,100.0,0.0,1.0,1.0,task answer/set,0.9349613850315411,120,120,78.33333333333333,0,COMPUTED,,Default,,,0,1.0,COMPLETE,0,COMPLETE_DELIVERY
QwQ-32B,BASE_R5,relationship,12,60,5,corpus_micro_f1,98.69202699892232,1.6187128859556161,0.8333333333333334,0.9166666666666666,task answer/set,,0,0,96.66666666666667,0,COMPUTED,,Default,,,0,,NOT_APPLICABLE,0,COMPLETE_DELIVERY
QwQ-32B,BASE_R5,rewriting,12,60,5,calibrated_rubric_total,,,0.0,0.0,"final text, not quality",0.7481568157672882,120,120,,0,LANGUAGE_QUALITY_NOT_MEASURED,,Default,,,0,1.0,COMPLETE,0,COMPLETE_DELIVERY
QwQ-32B,BASE_R5,story_generation,11,55,5,calibrated_rubric_total,,,0.0,0.0,"final text, not quality",0.7165165906602686,110,110,,0,LANGUAGE_QUALITY_NOT_MEASURED,,Default,,,0,1.0,COMPLETE,0,COMPLETE_DELIVERY
QwQ-32B,BASE_R5,structuring,15,75,5,mean_item_CNHI_H_binarySC_mean_field_BERTScoreF1,82.10820191231056,0.19655826618778155,0.0,0.0,"final text, not quality",0.8343235011895498,150,150,5.333333333333334,0,COMPUTED,,Default,,,0,1.0,COMPLETE,0,COMPLETE_DELIVERY
QwQ-32B,T02_R5,classification,11,55,5,accuracy,81.81818181818181,1.2412670766236365e-14,1.0,1.0,task answer/set,,0,0,100.0,0,COMPUTED,,T=0.2,,,0,,NOT_APPLICABLE,0,COMPLETE_DELIVERY
QwQ-32B,T02_R5,continuation,11,55,5,calibrated_rubric_total,,,0.0,0.0,"final text, not quality",0.7161359689452431,110,110,96.36363636363636,0,LANGUAGE_QUALITY_NOT_MEASURED,,T=0.2,,,0,1.0,COMPLETE,0,COMPLETE_DELIVERY
QwQ-32B,T02_R5,qa_v4_5,15,75,5,recoverable_accuracy,100.0,0.0,1.0,1.0,task answer/set,,0,0,100.0,0,COMPUTED,,T=0.2,,,0,,NOT_APPLICABLE,0,COMPLETE_DELIVERY
QwQ-32B,T02_R5,reasoning,12,60,5,judgment_accuracy,100.0,0.0,1.0,1.0,task answer/set,0.9457121049364408,120,120,70.0,0,COMPUTED,,T=0.2,,,0,1.0,COMPLETE,0,COMPLETE_DELIVERY
QwQ-32B,T02_R5,relationship,12,60,5,corpus_micro_f1,96.60986176126274,2.8714796256065918,0.75,0.875,task answer/set,,0,0,100.0,0,COMPUTED,,T=0.2,,,0,,NOT_APPLICABLE,0,COMPLETE_DELIVERY
QwQ-32B,T02_R5,rewriting,12,60,5,calibrated_rubric_total,,,0.0,0.0,"final text, not quality",0.7762675647934277,120,120,,0,LANGUAGE_QUALITY_NOT_MEASURED,,T=0.2,,,0,1.0,COMPLETE,0,COMPLETE_DELIVERY
QwQ-32B,T02_R5,story_generation,11,55,5,calibrated_rubric_total,,,0.0,0.0,"final text, not quality",0.7242913706736132,110,110,,0,LANGUAGE_QUALITY_NOT_MEASURED,,T=0.2,,,0,1.0,COMPLETE,0,COMPLETE_DELIVERY
QwQ-32B,T02_R5,structuring,15,75,5,mean_item_CNHI_H_binarySC_mean_field_BERTScoreF1,82.01988310518014,0.1614413194829306,0.0,0.0,"final text, not quality",0.8502054814497629,150,150,2.666666666666667,0,COMPUTED,,T=0.2,,,0,1.0,COMPLETE,0,COMPLETE_DELIVERY
QwQ-32B,T07_R5,classification,11,55,5,accuracy,80.0,4.06557814090871,0.8181818181818182,0.9090909090909091,task answer/set,,0,0,100.0,0,COMPUTED,,T=0.7,,,0,,NOT_APPLICABLE,0,COMPLETE_DELIVERY
QwQ-32B,T07_R5,continuation,11,55,5,calibrated_rubric_total,,,0.0,0.0,"final text, not quality",0.716149095513604,110,110,100.0,0,LANGUAGE_QUALITY_NOT_MEASURED,,T=0.7,,,0,1.0,COMPLETE,0,COMPLETE_DELIVERY
QwQ-32B,T07_R5,qa_v4_5,15,75,5,recoverable_accuracy,98.66666666666667,2.9814239699997187,0.9333333333333333,0.9733333333333333,task answer/set,,0,0,100.0,0,COMPUTED,,T=0.7,,,0,,NOT_APPLICABLE,0,COMPLETE_DELIVERY
QwQ-32B,T07_R5,reasoning,12,60,5,judgment_accuracy,100.0,0.0,1.0,1.0,task answer/set,0.9120719482501348,120,120,71.66666666666667,0,COMPUTED,,T=0.7,,,0,1.0,COMPLETE,0,COMPLETE_DELIVERY
QwQ-32B,T07_R5,relationship,12,60,5,corpus_micro_f1,99.6551724137931,0.771057923275791,0.9166666666666666,0.9666666666666667,task answer/set,,0,0,98.33333333333333,0,COMPUTED,,T=0.7,,,0,,NOT_APPLICABLE,0,COMPLETE_DELIVERY
QwQ-32B,T07_R5,rewriting,12,60,5,calibrated_rubric_total,,,0.0,0.0,"final text, not quality",0.745314541955789,120,120,,0,LANGUAGE_QUALITY_NOT_MEASURED,,T=0.7,,,0,1.0,COMPLETE,0,COMPLETE_DELIVERY
QwQ-32B,T07_R5,story_generation,11,55,5,calibrated_rubric_total,,,0.0,0.0,"final text, not quality",0.7165409592064944,110,110,,0,LANGUAGE_QUALITY_NOT_MEASURED,,T=0.7,,,0,1.0,COMPLETE,0,COMPLETE_DELIVERY
QwQ-32B,T07_R5,structuring,15,75,5,mean_item_CNHI_H_binarySC_mean_field_BERTScoreF1,81.87788501107494,0.4064497194931377,0.0,0.0,"final text, not quality",0.8297122883796691,150,150,4.000000000000001,0,COMPUTED,,T=0.7,,,0,1.0,COMPLETE,0,COMPLETE_DELIVERY
Qwen2.5-7B-Instruct,BASE_R5,classification,11,55,5,accuracy,63.63636363636363,0.0,1.0,1.0,task answer/set,,0,0,100.0,0,COMPUTED,,Default,,,0,,NOT_APPLICABLE,0,COMPLETE_DELIVERY
Qwen2.5-7B-Instruct,BASE_R5,continuation,11,55,5,calibrated_rubric_total,,,1.0,1.0,"final text, not quality",1.0000000270930203,110,110,9.090909090909092,0,LANGUAGE_QUALITY_NOT_MEASURED,,Default,,,0,1.0,COMPLETE,0,COMPLETE_DELIVERY
Qwen2.5-7B-Instruct,BASE_R5,qa_v4_5,15,75,5,recoverable_accuracy,86.66666666666669,1.2412670766236365e-14,1.0,1.0,task answer/set,,0,0,100.0,0,COMPUTED,,Default,,,0,,NOT_APPLICABLE,0,COMPLETE_DELIVERY
Qwen2.5-7B-Instruct,BASE_R5,reasoning,12,60,5,judgment_accuracy,83.33333333333334,0.0,1.0,1.0,task answer/set,0.9999999850988388,120,120,100.0,0,COMPUTED,,Default,,,0,1.0,COMPLETE,0,COMPLETE_DELIVERY
Qwen2.5-7B-Instruct,BASE_R5,relationship,12,60,5,corpus_micro_f1,14.000000000000002,0.0,1.0,1.0,task answer/set,,0,0,16.666666666666664,0,COMPUTED,,Default,,,0,,NOT_APPLICABLE,0,COMPLETE_DELIVERY
Qwen2.5-7B-Instruct,BASE_R5,rewriting,12,60,5,calibrated_rubric_total,,,1.0,1.0,"final text, not quality",0.9999999652306238,120,120,,0,LANGUAGE_QUALITY_NOT_MEASURED,,Default,,,0,1.0,COMPLETE,0,COMPLETE_DELIVERY
Qwen2.5-7B-Instruct,BASE_R5,story_generation,11,55,5,calibrated_rubric_total,,,1.0,1.0,"final text, not quality",0.9999999783255837,110,110,,0,LANGUAGE_QUALITY_NOT_MEASURED,,Default,,,0,1.0,COMPLETE,0,COMPLETE_DELIVERY
Qwen2.5-7B-Instruct,BASE_R5,structuring,15,75,5,mean_item_CNHI_H_binarySC_mean_field_BERTScoreF1,65.0842102481397,0.0,1.0,1.0,"final text, not quality",0.9999999880790711,150,150,40.0,0,COMPUTED,,Default,,,0,1.0,COMPLETE,0,COMPLETE_DELIVERY
Qwen2.5-7B-Instruct,T02_R5,classification,11,55,5,accuracy,63.63636363636363,0.0,1.0,1.0,task answer/set,,0,0,100.0,0,COMPUTED,,T=0.2,,,0,,NOT_APPLICABLE,0,COMPLETE_DELIVERY
Qwen2.5-7B-Instruct,T02_R5,continuation,11,55,5,calibrated_rubric_total,,,0.0,0.14545454545454548,"final text, not quality",0.9081241407177665,110,110,9.090909090909092,0,LANGUAGE_QUALITY_NOT_MEASURED,,T=0.2,,,0,1.0,COMPLETE,0,COMPLETE_DELIVERY
Qwen2.5-7B-Instruct,T02_R5,qa_v4_5,15,75,5,recoverable_accuracy,86.66666666666669,1.2412670766236365e-14,1.0,1.0,task answer/set,,0,0,100.0,0,COMPUTED,,T=0.2,,,0,,NOT_APPLICABLE,0,COMPLETE_DELIVERY
Qwen2.5-7B-Instruct,T02_R5,reasoning,12,60,5,judgment_accuracy,83.33333333333334,0.0,1.0,1.0,task answer/set,0.9949132844805717,120,120,100.0,0,COMPUTED,,T=0.2,,,0,1.0,COMPLETE,0,COMPLETE_DELIVERY
Qwen2.5-7B-Instruct,T02_R5,relationship,12,60,5,corpus_micro_f1,14.770149253731343,1.089378436352429,0.6666666666666666,0.8333333333333334,task answer/set,,0,0,16.666666666666664,0,COMPUTED,,T=0.2,,,0,,NOT_APPLICABLE,0,COMPLETE_DELIVERY
Qwen2.5-7B-Instruct,T02_R5,rewriting,12,60,5,calibrated_rubric_total,,,0.0,0.008333333333333333,"final text, not quality",0.8727871080239614,120,120,,0,LANGUAGE_QUALITY_NOT_MEASURED,,T=0.2,,,0,1.0,COMPLETE,0,COMPLETE_DELIVERY
Qwen2.5-7B-Instruct,T02_R5,story_generation,11,55,5,calibrated_rubric_total,,,0.0,0.0,"final text, not quality",0.8071811302141709,110,110,,0,LANGUAGE_QUALITY_NOT_MEASURED,,T=0.2,,,0,1.0,COMPLETE,0,COMPLETE_DELIVERY
Qwen2.5-7B-Instruct,T02_R5,structuring,15,75,5,mean_item_CNHI_H_binarySC_mean_field_BERTScoreF1,67.3493922306821,2.5236902422082204,0.06666666666666667,0.28666666666666657,"final text, not quality",0.9531086067358653,150,150,36.00000000000001,0,COMPUTED,,T=0.2,,,0,1.0,COMPLETE,0,COMPLETE_DELIVERY
Qwen2.5-7B-Instruct,T07_R5,classification,11,55,5,accuracy,65.45454545454545,4.06557814090871,0.9090909090909091,0.9636363636363636,task answer/set,,0,0,100.0,0,COMPUTED,,T=0.7,,,0,,NOT_APPLICABLE,0,COMPLETE_DELIVERY
Qwen2.5-7B-Instruct,T07_R5,continuation,11,55,5,calibrated_rubric_total,,,0.0,0.0,"final text, not quality",0.8097864291884682,110,110,7.2727272727272725,0,LANGUAGE_QUALITY_NOT_MEASURED,,T=0.7,,,0,1.0,COMPLETE,0,COMPLETE_DELIVERY
Qwen2.5-7B-Instruct,T07_R5,qa_v4_5,15,75,5,recoverable_accuracy,83.99999999999999,3.6514837167011067,0.8666666666666667,0.9466666666666667,task answer/set,,0,0,100.0,0,COMPUTED,,T=0.7,,,0,,NOT_APPLICABLE,0,COMPLETE_DELIVERY
Qwen2.5-7B-Instruct,T07_R5,reasoning,12,60,5,judgment_accuracy,85.0,3.7267799624996463,0.9166666666666666,0.9666666666666667,task answer/set,0.9824604650338491,120,120,100.0,0,COMPUTED,,T=0.7,,,0,1.0,COMPLETE,0,COMPLETE_DELIVERY
Qwen2.5-7B-Instruct,T07_R5,relationship,12,60,5,corpus_micro_f1,16.69079798060941,1.4470739759399072,0.5833333333333334,0.7166666666666667,task answer/set,,0,0,21.666666666666668,0,COMPUTED,,T=0.7,,,0,,NOT_APPLICABLE,0,COMPLETE_DELIVERY
Qwen2.5-7B-Instruct,T07_R5,rewriting,12,60,5,calibrated_rubric_total,,,0.0,0.0,"final text, not quality",0.8253462910652161,120,120,,0,LANGUAGE_QUALITY_NOT_MEASURED,,T=0.7,,,0,1.0,COMPLETE,0,COMPLETE_DELIVERY
Qwen2.5-7B-Instruct,T07_R5,story_generation,11,55,5,calibrated_rubric_total,,,0.0,0.0,"final text, not quality",0.7697906578486821,106,110,,0,LANGUAGE_QUALITY_NOT_MEASURED,,T=0.7,,,4,0.9636363636363636,PARTIAL,0,COMPLETE_DELIVERY
Qwen2.5-7B-Instruct,T07_R5,structuring,15,75,5,mean_item_CNHI_H_binarySC_mean_field_BERTScoreF1,70.87914546396162,0.2932179284430701,0.0,0.02,"final text, not quality",0.8655966933568319,150,150,33.33333333333333,0,COMPUTED,,T=0.7,,,0,1.0,COMPLETE,0,COMPLETE_DELIVERY
Qwen3-8B-NonThinking,BASE_R5,classification,11,55,5,accuracy,63.63636363636363,0.0,1.0,1.0,task answer/set,,0,0,100.0,0,COMPUTED,BASE_R5 and T07_R5 use identical settings and saved outputs; not independent evidence,Default,,T07_R5,0,,NOT_APPLICABLE,0,COMPLETE_DELIVERY
Qwen3-8B-NonThinking,BASE_R5,continuation,11,55,5,calibrated_rubric_total,,,0.0,0.0,"final text, not quality",0.8001287140629508,110,110,0.0,0,LANGUAGE_QUALITY_NOT_MEASURED,BASE_R5 and T07_R5 use identical settings and saved outputs; not independent evidence,Default,,T07_R5,0,1.0,COMPLETE,0,COMPLETE_DELIVERY
Qwen3-8B-NonThinking,BASE_R5,qa_v4_5,15,75,5,recoverable_accuracy,93.33333333333333,0.0,1.0,1.0,task answer/set,,0,0,100.0,0,COMPUTED,BASE_R5 and T07_R5 use identical settings and saved outputs; not independent evidence,Default,,T07_R5,0,,NOT_APPLICABLE,0,COMPLETE_DELIVERY
Qwen3-8B-NonThinking,BASE_R5,reasoning,12,60,5,judgment_accuracy,100.0,0.0,1.0,1.0,task answer/set,0.9972873454292616,120,120,0.0,0,COMPUTED,BASE_R5 and T07_R5 use identical settings and saved outputs; not independent evidence,Default,,T07_R5,0,1.0,COMPLETE,0,COMPLETE_DELIVERY
Qwen3-8B-NonThinking,BASE_R5,relationship,12,60,5,corpus_micro_f1,50.76142131979695,3.2897160905623632,0.75,0.8833333333333333,task answer/set,,0,0,53.333333333333336,0,COMPUTED,BASE_R5 and T07_R5 use identical settings and saved outputs; not independent evidence,Default,,T07_R5,0,,NOT_APPLICABLE,0,COMPLETE_DELIVERY
Qwen3-8B-NonThinking,BASE_R5,rewriting,12,60,5,calibrated_rubric_total,,,0.0,0.0,"final text, not quality",0.8727788577477137,120,120,,0,LANGUAGE_QUALITY_NOT_MEASURED,BASE_R5 and T07_R5 use identical settings and saved outputs; not independent evidence,Default,,T07_R5,0,1.0,COMPLETE,0,COMPLETE_DELIVERY
Qwen3-8B-NonThinking,BASE_R5,story_generation,11,55,5,calibrated_rubric_total,,,0.0,0.0,"final text, not quality",0.7653824318539012,110,110,,0,LANGUAGE_QUALITY_NOT_MEASURED,BASE_R5 and T07_R5 use identical settings and saved outputs; not independent evidence,Default,,T07_R5,0,1.0,COMPLETE,0,COMPLETE_DELIVERY
Qwen3-8B-NonThinking,BASE_R5,structuring,15,75,5,mean_item_CNHI_H_binarySC_mean_field_BERTScoreF1,80.62348448007587,0.3420934750706241,0.0,0.08666666666666668,"final text, not quality",0.9460323746999105,150,150,0.0,0,COMPUTED,BASE_R5 and T07_R5 use identical settings and saved outputs; not independent evidence,Default,,T07_R5,0,1.0,COMPLETE,0,COMPLETE_DELIVERY
Qwen3-8B-NonThinking,T02_R5,classification,11,55,5,accuracy,63.63636363636363,0.0,1.0,1.0,task answer/set,,0,0,100.0,0,COMPUTED,,T=0.2,,,0,,NOT_APPLICABLE,0,COMPLETE_DELIVERY
Qwen3-8B-NonThinking,T02_R5,continuation,11,55,5,calibrated_rubric_total,,,0.0,0.05454545454545454,"final text, not quality",0.8697059300812808,110,110,0.0,0,LANGUAGE_QUALITY_NOT_MEASURED,,T=0.2,,,0,1.0,COMPLETE,0,COMPLETE_DELIVERY
Qwen3-8B-NonThinking,T02_R5,qa_v4_5,15,75,5,recoverable_accuracy,93.33333333333333,0.0,1.0,1.0,task answer/set,,0,0,100.0,0,COMPUTED,,T=0.2,,,0,,NOT_APPLICABLE,0,COMPLETE_DELIVERY
Qwen3-8B-NonThinking,T02_R5,reasoning,12,60,5,judgment_accuracy,100.0,0.0,1.0,1.0,task answer/set,1.0000000049670537,120,120,0.0,0,COMPUTED,,T=0.2,,,0,1.0,COMPLETE,0,COMPLETE_DELIVERY
Qwen3-8B-NonThinking,T02_R5,relationship,12,60,5,corpus_micro_f1,48.73096446700508,0.0,1.0,1.0,task answer/set,,0,0,50.0,0,COMPUTED,,T=0.2,,,0,,NOT_APPLICABLE,0,COMPLETE_DELIVERY
Qwen3-8B-NonThinking,T02_R5,rewriting,12,60,5,calibrated_rubric_total,,,0.08333333333333333,0.17500000000000002,"final text, not quality",0.9309936766823133,120,120,,0,LANGUAGE_QUALITY_NOT_MEASURED,,T=0.2,,,0,1.0,COMPLETE,0,COMPLETE_DELIVERY
Qwen3-8B-NonThinking,T02_R5,story_generation,11,55,5,calibrated_rubric_total,,,0.0,0.0,"final text, not quality",0.8265129853378642,110,110,,0,LANGUAGE_QUALITY_NOT_MEASURED,,T=0.2,,,0,1.0,COMPLETE,0,COMPLETE_DELIVERY
Qwen3-8B-NonThinking,T02_R5,structuring,15,75,5,mean_item_CNHI_H_binarySC_mean_field_BERTScoreF1,80.668847949812,0.2403782907474535,0.0,0.36000000000000004,"final text, not quality",0.9829237747192383,150,150,0.0,0,COMPUTED,,T=0.2,,,0,1.0,COMPLETE,0,COMPLETE_DELIVERY
Qwen3-8B-NonThinking,T07_R5,classification,11,55,5,accuracy,63.63636363636363,0.0,1.0,1.0,task answer/set,,0,0,100.0,0,COMPUTED,BASE_R5 and T07_R5 use identical settings and saved outputs; not independent evidence,T=0.7,BASE_R5,,0,,NOT_APPLICABLE,0,COMPLETE_DELIVERY
Qwen3-8B-NonThinking,T07_R5,continuation,11,55,5,calibrated_rubric_total,,,0.0,0.0,"final text, not quality",0.8001287140629508,110,110,0.0,0,LANGUAGE_QUALITY_NOT_MEASURED,BASE_R5 and T07_R5 use identical settings and saved outputs; not independent evidence,T=0.7,BASE_R5,,0,1.0,COMPLETE,0,COMPLETE_DELIVERY
Qwen3-8B-NonThinking,T07_R5,qa_v4_5,15,75,5,recoverable_accuracy,93.33333333333333,0.0,1.0,1.0,task answer/set,,0,0,100.0,0,COMPUTED,BASE_R5 and T07_R5 use identical settings and saved outputs; not independent evidence,T=0.7,BASE_R5,,0,,NOT_APPLICABLE,0,COMPLETE_DELIVERY
Qwen3-8B-NonThinking,T07_R5,reasoning,12,60,5,judgment_accuracy,100.0,0.0,1.0,1.0,task answer/set,0.9972873454292616,120,120,0.0,0,COMPUTED,BASE_R5 and T07_R5 use identical settings and saved outputs; not independent evidence,T=0.7,BASE_R5,,0,1.0,COMPLETE,0,COMPLETE_DELIVERY
Qwen3-8B-NonThinking,T07_R5,relationship,12,60,5,corpus_micro_f1,50.76142131979695,3.2897160905623632,0.75,0.8833333333333333,task answer/set,,0,0,53.333333333333336,0,COMPUTED,BASE_R5 and T07_R5 use identical settings and saved outputs; not independent evidence,T=0.7,BASE_R5,,0,,NOT_APPLICABLE,0,COMPLETE_DELIVERY
Qwen3-8B-NonThinking,T07_R5,rewriting,12,60,5,calibrated_rubric_total,,,0.0,0.0,"final text, not quality",0.8727788577477137,120,120,,0,LANGUAGE_QUALITY_NOT_MEASURED,BASE_R5 and T07_R5 use identical settings and saved outputs; not independent evidence,T=0.7,BASE_R5,,0,1.0,COMPLETE,0,COMPLETE_DELIVERY
Qwen3-8B-NonThinking,T07_R5,story_generation,11,55,5,calibrated_rubric_total,,,0.0,0.0,"final text, not quality",0.7653824318539012,110,110,,0,LANGUAGE_QUALITY_NOT_MEASURED,BASE_R5 and T07_R5 use identical settings and saved outputs; not independent evidence,T=0.7,BASE_R5,,0,1.0,COMPLETE,0,COMPLETE_DELIVERY
