model_id,task_id,metric,n_items,n_clusters,estimate_100,ci95_low_100,ci95_high_100,bootstrap_resamples,bootstrap_seed
Qwen2.5-7B-Instruct,qa_v4_5,strict_accuracy,100,50,75.0,66.0,83.0,10000,20261914
Qwen3-8B-NonThinking,qa_v4_5,strict_format,100,50,100.0,100.0,100.0,10000,20261914
Qwen3-8B-NonThinking,qa_v4_5,answer_recovery,100,50,100.0,100.0,100.0,10000,20261914
Qwen3-8B-NonThinking,qa_v4_5,recoverable_accuracy,100,50,86.0,80.0,92.0,10000,20261914
Qwen3-8B-NonThinking,qa_v4_5,strict_accuracy,100,50,86.0,80.0,92.0,10000,20261914
QwQ-32B,qa_v4_5,strict_format,100,50,100.0,100.0,100.0,10000,20261914
QwQ-32B,qa_v4_5,answer_recovery,100,50,100.0,100.0,100.0,10000,20261914
QwQ-32B,qa_v4_5,recoverable_accuracy,100,50,100.0,100.0,100.0,10000,20261914
QwQ-32B,qa_v4_5,strict_accuracy,100,50,100.0,100.0,100.0,10000,20261914
Doubao,qa_v4_5,strict_format,100,50,100.0,100.0,100.0,10000,20261914
Doubao,qa_v4_5,answer_recovery,100,50,100.0,100.0,100.0,10000,20261914
Doubao,qa_v4_5,recoverable_accuracy,100,50,98.0,95.0,100.0,10000,20261914
Doubao,qa_v4_5,strict_accuracy,100,50,98.0,95.0,100.0,10000,20261914
Baichuan2-7B-Chat,reasoning,strict_format,100,100,0.0,0.0,0.0,10000,20262914
Baichuan2-7B-Chat,reasoning,answer_recovery,100,100,100.0,100.0,100.0,10000,20262914
Baichuan2-7B-Chat,reasoning,judgment_accuracy,100,100,99.0,97.0,100.0,10000,20262914
Baichuan2-7B-Chat,reasoning,evidence_source_match,100,100,41.0,31.0,51.0,10000,20262914
Baichuan2-7B-Chat,reasoning,evidence_bertscore,100,100,75.46609368920326,72.49131219089031,78.51311755627394,10000,20262914
chatglm3-6b,reasoning,strict_format,100,100,40.0,30.0,50.0,10000,20262914
chatglm3-6b,reasoning,answer_recovery,100,100,74.0,65.0,82.0,10000,20262914
chatglm3-6b,reasoning,judgment_accuracy,100,100,74.0,65.0,82.0,10000,20262914
chatglm3-6b,reasoning,evidence_source_match,100,100,11.0,5.0,17.0,10000,20262914
chatglm3-6b,reasoning,evidence_bertscore,100,100,60.89676895737648,54.01417356953024,67.41093234717846,10000,20262914
deepseek-llm-7b-chat,reasoning,strict_format,100,100,0.0,0.0,0.0,10000,20262914
deepseek-llm-7b-chat,reasoning,answer_recovery,100,100,100.0,100.0,100.0,10000,20262914
deepseek-llm-7b-chat,reasoning,judgment_accuracy,100,100,98.0,95.0,100.0,10000,20262914
deepseek-llm-7b-chat,reasoning,evidence_source_match,100,100,75.0,66.0,83.0,10000,20262914
deepseek-llm-7b-chat,reasoning,evidence_bertscore,100,100,80.278857588768,77.55298537909985,83.02826094776391,10000,20262914
DeepSeek-R1-Distill-Qwen-32B,reasoning,strict_format,100,100,67.0,57.99999999999999,76.0,10000,20262914
DeepSeek-R1-Distill-Qwen-32B,reasoning,answer_recovery,100,100,100.0,100.0,100.0,10000,20262914
DeepSeek-R1-Distill-Qwen-32B,reasoning,judgment_accuracy,100,100,99.0,97.0,100.0,10000,20262914
DeepSeek-R1-Distill-Qwen-32B,reasoning,evidence_source_match,100,100,96.0,92.0,99.0,10000,20262914
DeepSeek-R1-Distill-Qwen-32B,reasoning,evidence_bertscore,100,100,82.24466294050217,79.47060579359531,85.04549015760422,10000,20262914
glm-4-9b-chat,reasoning,strict_format,100,100,99.0,97.0,100.0,10000,20262914
glm-4-9b-chat,reasoning,answer_recovery,100,100,100.0,100.0,100.0,10000,20262914
glm-4-9b-chat,reasoning,judgment_accuracy,100,100,95.0,90.0,99.0,10000,20262914
glm-4-9b-chat,reasoning,evidence_source_match,100,100,97.0,93.0,100.0,10000,20262914
glm-4-9b-chat,reasoning,evidence_bertscore,100,100,83.4721491932869,80.57733584791423,86.25481751263142,10000,20262914
internlm2_5-7b-chat,reasoning,strict_format,100,100,99.0,97.0,100.0,10000,20262914
internlm2_5-7b-chat,reasoning,answer_recovery,100,100,100.0,100.0,100.0,10000,20262914
internlm2_5-7b-chat,reasoning,judgment_accuracy,100,100,88.0,81.0,94.0,10000,20262914
internlm2_5-7b-chat,reasoning,evidence_source_match,100,100,87.0,80.0,93.0,10000,20262914
internlm2_5-7b-chat,reasoning,evidence_bertscore,100,100,83.20246237516403,80.26332551091909,85.98882468938828,10000,20262914
Mistral-7B-Instruct-v0.3,reasoning,strict_format,100,100,99.0,97.0,100.0,10000,20262914
Mistral-7B-Instruct-v0.3,reasoning,answer_recovery,100,100,100.0,100.0,100.0,10000,20262914
Mistral-7B-Instruct-v0.3,reasoning,judgment_accuracy,100,100,97.0,93.0,100.0,10000,20262914
Mistral-7B-Instruct-v0.3,reasoning,evidence_source_match,100,100,20.0,12.0,28.000000000000004,10000,20262914
Mistral-7B-Instruct-v0.3,reasoning,evidence_bertscore,100,100,70.85764673352242,68.50942559838295,73.23263550698756,10000,20262914
Qwen2.5-7B-Instruct,reasoning,strict_format,100,100,100.0,100.0,100.0,10000,20262914
Qwen2.5-7B-Instruct,reasoning,answer_recovery,100,100,100.0,100.0,100.0,10000,20262914
Qwen2.5-7B-Instruct,reasoning,judgment_accuracy,100,100,94.0,89.0,98.0,10000,20262914
Qwen2.5-7B-Instruct,reasoning,evidence_source_match,100,100,86.0,79.0,93.0,10000,20262914
Qwen2.5-7B-Instruct,reasoning,evidence_bertscore,100,100,81.0271298289299,78.009814222157,84.14200847893953,10000,20262914
Qwen3-8B-NonThinking,reasoning,strict_format,100,100,0.0,0.0,0.0,10000,20262914
Qwen3-8B-NonThinking,reasoning,answer_recovery,100,100,100.0,100.0,100.0,10000,20262914
Qwen3-8B-NonThinking,reasoning,judgment_accuracy,100,100,95.0,90.0,99.0,10000,20262914
Qwen3-8B-NonThinking,reasoning,evidence_source_match,100,100,92.0,86.0,97.0,10000,20262914
Qwen3-8B-NonThinking,reasoning,evidence_bertscore,100,100,82.33307880163193,79.60161989480257,85.03369617909192,10000,20262914
QwQ-32B,reasoning,strict_format,100,100,86.0,79.0,93.0,10000,20262914
QwQ-32B,reasoning,answer_recovery,100,100,100.0,100.0,100.0,10000,20262914
QwQ-32B,reasoning,judgment_accuracy,100,100,99.0,97.0,100.0,10000,20262914
QwQ-32B,reasoning,evidence_source_match,100,100,90.0,84.0,96.0,10000,20262914
QwQ-32B,reasoning,evidence_bertscore,100,100,82.85867315530777,80.10962830930949,85.53313873112202,10000,20262914
Doubao,reasoning,strict_format,100,100,100.0,100.0,100.0,10000,20262914
Doubao,reasoning,answer_recovery,100,100,100.0,100.0,100.0,10000,20262914
Doubao,reasoning,judgment_accuracy,100,100,98.0,95.0,100.0,10000,20262914
Doubao,reasoning,evidence_source_match,100,100,95.0,90.0,99.0,10000,20262914
Doubao,reasoning,evidence_bertscore,100,100,84.796242415905,82.19413861483335,87.24339893460274,10000,20262914
Baichuan2-7B-Chat,relationship,strict_format,50,50,38.0,26.0,52.0,10000,20263914
Baichuan2-7B-Chat,relationship,answer_recovery,50,50,88.0,78.0,96.0,10000,20263914
Baichuan2-7B-Chat,relationship,micro_f1,50,50,22.2,14.990044015929573,29.117550856268142,10000,20263914
Baichuan2-7B-Chat,relationship,micro_precision,50,50,20.441988950276244,14.46677573237111,27.80756573742999,10000,20263914
Baichuan2-7B-Chat,relationship,micro_recall,50,50,24.288840262582056,14.606359025925764,34.971008391397895,10000,20263914
Baichuan2-7B-Chat,relationship,exact_set_match,50,50,0.0,0.0,0.0,10000,20263914
chatglm3-6b,relationship,strict_format,50,50,12.0,4.0,22.0,10000,20263914
chatglm3-6b,relationship,answer_recovery,50,50,98.0,94.0,100.0,10000,20263914
chatglm3-6b,relationship,micro_f1,50,50,3.5523978685612785,0.893956978753149,7.092408409920682,10000,20263914
chatglm3-6b,relationship,micro_precision,50,50,9.433962264150944,2.3255813953488373,19.230769230769234,10000,20263914
chatglm3-6b,relationship,micro_recall,50,50,2.1881838074398248,0.5434048178613397,4.435707885304656,10000,20263914
chatglm3-6b,relationship,exact_set_match,50,50,4.0,0.0,10.0,10000,20263914
deepseek-llm-7b-chat,relationship,strict_format,50,50,8.0,2.0,16.0,10000,20263914
deepseek-llm-7b-chat,relationship,answer_recovery,50,50,98.0,94.0,100.0,10000,20263914
deepseek-llm-7b-chat,relationship,micro_f1,50,50,1.66270783847981,0.4733587925077287,3.217821782178218,10000,20263914
deepseek-llm-7b-chat,relationship,micro_precision,50,50,1.8181818181818181,0.5208333333333333,3.625377643504532,10000,20263914
deepseek-llm-7b-chat,relationship,micro_recall,50,50,1.5317286652078774,0.4329004329004329,2.952776670321273,10000,20263914
deepseek-llm-7b-chat,relationship,exact_set_match,50,50,2.0,0.0,6.0,10000,20263914
DeepSeek-R1-Distill-Qwen-32B,relationship,strict_format,50,50,90.0,80.0,98.0,10000,20263914
DeepSeek-R1-Distill-Qwen-32B,relationship,answer_recovery,50,50,94.0,86.0,100.0,10000,20263914
DeepSeek-R1-Distill-Qwen-32B,relationship,micro_f1,50,50,91.38920780711825,86.22750367034526,95.41899441340782,10000,20263914
DeepSeek-R1-Distill-Qwen-32B,relationship,micro_precision,50,50,96.1352657004831,92.25,99.18258911193905,10000,20263914
DeepSeek-R1-Distill-Qwen-32B,relationship,micro_recall,50,50,87.08971553610503,80.07951739659278,92.828032003759,10000,20263914
DeepSeek-R1-Distill-Qwen-32B,relationship,exact_set_match,50,50,64.0,50.0,76.0,10000,20263914
glm-4-9b-chat,relationship,strict_format,50,50,44.0,30.0,57.99999999999999,10000,20263914
glm-4-9b-chat,relationship,answer_recovery,50,50,100.0,100.0,100.0,10000,20263914
glm-4-9b-chat,relationship,micro_f1,50,50,33.24742268041237,25.710782750151505,41.598864536933284,10000,20263914
glm-4-9b-chat,relationship,micro_precision,50,50,40.43887147335423,30.903790087463555,50.914774427652254,10000,20263914
glm-4-9b-chat,relationship,micro_recall,50,50,28.227571115973742,21.874834129511676,35.36843444489085,10000,20263914
glm-4-9b-chat,relationship,exact_set_match,50,50,12.0,4.0,22.0,10000,20263914
internlm2_5-7b-chat,relationship,strict_format,50,50,18.0,8.0,30.0,10000,20263914
internlm2_5-7b-chat,relationship,answer_recovery,50,50,100.0,100.0,100.0,10000,20263914
internlm2_5-7b-chat,relationship,micro_f1,50,50,19.31216931216931,14.607944661813693,24.15008073613661,10000,20263914
internlm2_5-7b-chat,relationship,micro_precision,50,50,24.414715719063544,18.56281754672473,30.68192074171316,10000,20263914
internlm2_5-7b-chat,relationship,micro_recall,50,50,15.973741794310722,11.922100836273989,20.24699074074074,10000,20263914
internlm2_5-7b-chat,relationship,exact_set_match,50,50,6.0,0.0,14.000000000000002,10000,20263914
Mistral-7B-Instruct-v0.3,relationship,strict_format,50,50,0.0,0.0,0.0,10000,20263914
Mistral-7B-Instruct-v0.3,relationship,answer_recovery,50,50,100.0,100.0,100.0,10000,20263914
Mistral-7B-Instruct-v0.3,relationship,micro_f1,50,50,22.967741935483872,17.176051178808557,29.30608920897192,10000,20263914
Mistral-7B-Instruct-v0.3,relationship,micro_precision,50,50,27.9874213836478,20.5607476635514,36.527393717548286,10000,20263914
Mistral-7B-Instruct-v0.3,relationship,micro_recall,50,50,19.474835886214443,14.649528122430445,24.691358024691358,10000,20263914
Mistral-7B-Instruct-v0.3,relationship,exact_set_match,50,50,4.0,0.0,10.0,10000,20263914
Qwen2.5-7B-Instruct,relationship,strict_format,50,50,10.0,2.0,18.0,10000,20263914
Qwen2.5-7B-Instruct,relationship,answer_recovery,50,50,100.0,100.0,100.0,10000,20263914
Qwen2.5-7B-Instruct,relationship,micro_f1,50,50,20.584498094027953,14.521212675357248,27.23838063340972,10000,20263914
Qwen2.5-7B-Instruct,relationship,micro_precision,50,50,24.545454545454547,17.33323863636364,32.24875930521091,10000,20263914
Qwen2.5-7B-Instruct,relationship,micro_recall,50,50,17.72428884026258,12.427063860580112,23.718023255813954,10000,20263914
Qwen2.5-7B-Instruct,relationship,exact_set_match,50,50,6.0,0.0,14.000000000000002,10000,20263914
Qwen3-8B-NonThinking,relationship,strict_format,50,50,40.0,26.0,54.0,10000,20263914
Qwen3-8B-NonThinking,relationship,answer_recovery,50,50,100.0,100.0,100.0,10000,20263914
Qwen3-8B-NonThinking,relationship,micro_f1,50,50,43.669250645994836,35.19807008633825,52.55497847651133,10000,20263914
Qwen3-8B-NonThinking,relationship,micro_precision,50,50,53.31230283911672,43.521594684385384,63.15831244778612,10000,20263914
Qwen3-8B-NonThinking,relationship,micro_recall,50,50,36.98030634573304,29.354915933096454,45.23823334438183,10000,20263914
Qwen3-8B-NonThinking,relationship,exact_set_match,50,50,10.0,2.0,18.0,10000,20263914
QwQ-32B,relationship,strict_format,50,50,100.0,100.0,100.0,10000,20263914
QwQ-32B,relationship,answer_recovery,50,50,100.0,100.0,100.0,10000,20263914
QwQ-32B,relationship,micro_f1,50,50,94.4632768361582,89.32022453503991,98.07475092395937,10000,20263914
QwQ-32B,relationship,micro_precision,50,50,97.66355140186917,93.6842105263158,99.78021978021978,10000,20263914
QwQ-32B,relationship,micro_recall,50,50,91.46608315098467,84.5511335647768,96.875,10000,20263914
QwQ-32B,relationship,exact_set_match,50,50,76.0,64.0,88.0,10000,20263914
Doubao,relationship,strict_format,50,50,64.0,50.0,76.0,10000,20263914
Doubao,relationship,answer_recovery,50,50,100.0,100.0,100.0,10000,20263914
Doubao,relationship,micro_f1,50,50,92.42761692650335,87.65133171912834,95.9349593495935,10000,20263914
Doubao,relationship,micro_precision,50,50,94.10430839002267,89.1686106389051,97.46320867050619,10000,20263914
Doubao,relationship,micro_recall,50,50,90.80962800875274,85.81552169044258,94.96226192849247,10000,20263914
Doubao,relationship,exact_set_match,50,50,64.0,50.0,76.0,10000,20263914
Baichuan2-7B-Chat,structuring,strict_format,100,100,6.0,2.0,11.0,10000,20264914
Baichuan2-7B-Chat,structuring,answer_recovery,100,100,94.0,89.0,98.0,10000,20264914
Baichuan2-7B-Chat,structuring,cnhi,100,100,72.04549648823058,68.02360306748754,75.38289777553287,10000,20264914
Baichuan2-7B-Chat,structuring,sc,100,100,94.0,89.0,98.0,10000,20264914
Baichuan2-7B-Chat,structuring,sa,100,100,61.13930015762647,59.68383463546634,62.57775854741533,10000,20264914
Baichuan2-7B-Chat,structuring,field_completeness,100,100,98.0,96.33333333333333,99.33333333333334,10000,20264914
chatglm3-6b,structuring,strict_format,100,100,67.0,57.99999999999999,76.0,10000,20264914
chatglm3-6b,structuring,answer_recovery,100,100,93.0,88.0,98.0,10000,20264914
chatglm3-6b,structuring,cnhi,100,100,68.79165494929153,64.69998024508999,72.25201813464682,10000,20264914
chatglm3-6b,structuring,sc,100,100,93.0,88.0,98.0,10000,20264914
chatglm3-6b,structuring,sa,100,100,57.168035020430885,55.30593106076122,58.79619432662925,10000,20264914
chatglm3-6b,structuring,field_completeness,100,100,97.00000000000001,94.33333333333333,99.0,10000,20264914
deepseek-llm-7b-chat,structuring,strict_format,100,100,62.0,52.0,71.0,10000,20264914
deepseek-llm-7b-chat,structuring,answer_recovery,100,100,93.0,88.0,98.0,10000,20264914
deepseek-llm-7b-chat,structuring,cnhi,100,100,70.53466310647893,66.28549113324492,74.13380934067119,10000,20264914
deepseek-llm-7b-chat,structuring,sc,100,100,93.0,88.0,98.0,10000,20264914
deepseek-llm-7b-chat,structuring,sa,100,100,58.27687581380208,55.49077838708957,60.67621874883772,10000,20264914
deepseek-llm-7b-chat,structuring,field_completeness,100,100,95.00000000000001,90.66666666666667,98.66666666666667,10000,20264914
DeepSeek-R1-Distill-Qwen-32B,structuring,strict_format,100,100,11.0,5.0,17.0,10000,20264914
DeepSeek-R1-Distill-Qwen-32B,structuring,answer_recovery,100,100,82.0,74.0,89.0,10000,20264914
DeepSeek-R1-Distill-Qwen-32B,structuring,cnhi,100,100,65.666620736804,59.27683516660163,71.44680990482156,10000,20264914
DeepSeek-R1-Distill-Qwen-32B,structuring,sc,100,100,82.0,74.0,89.0,10000,20264914
DeepSeek-R1-Distill-Qwen-32B,structuring,sa,100,100,58.20733606815337,53.9039607239266,61.97916055992244,10000,20264914
DeepSeek-R1-Distill-Qwen-32B,structuring,field_completeness,100,100,87.33333333333333,81.33333333333333,92.66666666666667,10000,20264914
glm-4-9b-chat,structuring,strict_format,100,100,24.0,16.0,33.0,10000,20264914
glm-4-9b-chat,structuring,answer_recovery,100,100,94.0,89.0,98.0,10000,20264914
glm-4-9b-chat,structuring,cnhi,100,100,73.22145516415851,69.23584337585409,76.69439495856922,10000,20264914
glm-4-9b-chat,structuring,sc,100,100,94.0,89.0,98.0,10000,20264914
glm-4-9b-chat,structuring,sa,100,100,60.627223153909036,57.41304183627168,63.47071081697941,10000,20264914
glm-4-9b-chat,structuring,field_completeness,100,100,94.66666666666667,90.0,98.66666666666667,10000,20264914
internlm2_5-7b-chat,structuring,strict_format,100,100,31.0,22.0,40.0,10000,20264914
internlm2_5-7b-chat,structuring,answer_recovery,100,100,51.0,41.0,61.0,10000,20264914
internlm2_5-7b-chat,structuring,cnhi,100,100,40.45849316805695,32.53123816056523,48.37721112562297,10000,20264914
internlm2_5-7b-chat,structuring,sc,100,100,51.0,41.0,61.0,10000,20264914
internlm2_5-7b-chat,structuring,sa,100,100,45.101074248552315,39.893676442901295,50.25023738021651,10000,20264914
internlm2_5-7b-chat,structuring,field_completeness,100,100,67.99999999999999,60.333333333333314,75.66666666666666,10000,20264914
Mistral-7B-Instruct-v0.3,structuring,strict_format,100,100,66.0,56.00000000000001,75.0,10000,20264914
Mistral-7B-Instruct-v0.3,structuring,answer_recovery,100,100,72.0,63.0,80.0,10000,20264914
Mistral-7B-Instruct-v0.3,structuring,cnhi,100,100,54.73039679186563,47.81349994585552,61.13807232844704,10000,20264914
Mistral-7B-Instruct-v0.3,structuring,sc,100,100,72.0,63.0,80.0,10000,20264914
Mistral-7B-Instruct-v0.3,structuring,sa,100,100,51.50760644674301,47.56475788305204,55.13671344717343,10000,20264914
Mistral-7B-Instruct-v0.3,structuring,field_completeness,100,100,83.33333333333336,77.0,89.33333333333331,10000,20264914
Qwen2.5-7B-Instruct,structuring,strict_format,100,100,41.0,32.0,51.0,10000,20264914
Qwen2.5-7B-Instruct,structuring,answer_recovery,100,100,71.0,62.0,80.0,10000,20264914
Qwen2.5-7B-Instruct,structuring,cnhi,100,100,55.12451168309413,48.139963445245904,61.87733967769788,10000,20264914
Qwen2.5-7B-Instruct,structuring,sc,100,100,71.0,62.0,80.0,10000,20264914
Qwen2.5-7B-Instruct,structuring,sa,100,100,56.361071745554604,53.38288425828019,59.02604178264737,10000,20264914
Qwen2.5-7B-Instruct,structuring,field_completeness,100,100,87.66666666666666,83.0,91.66666666666669,10000,20264914
Qwen3-8B-NonThinking,structuring,strict_format,100,100,0.0,0.0,0.0,10000,20264914
Qwen3-8B-NonThinking,structuring,answer_recovery,100,100,99.0,97.0,100.0,10000,20264914
Qwen3-8B-NonThinking,structuring,cnhi,100,100,80.18841690073691,78.17542905948935,81.51534936303548,10000,20264914
Qwen3-8B-NonThinking,structuring,sc,100,100,99.0,97.0,100.0,10000,20264914
Qwen3-8B-NonThinking,structuring,sa,100,100,67.71537949641545,66.21938020437955,68.96705904081463,10000,20264914
Qwen3-8B-NonThinking,structuring,field_completeness,100,100,99.33333333333334,98.0,100.0,10000,20264914
QwQ-32B,structuring,strict_format,100,100,12.0,6.0,19.0,10000,20264914
QwQ-32B,structuring,answer_recovery,100,100,98.0,95.0,100.0,10000,20264914
QwQ-32B,structuring,cnhi,100,100,79.97335913931794,77.34750591527302,81.88777745411616,10000,20264914
QwQ-32B,structuring,sc,100,100,98.0,95.0,100.0,10000,20264914
QwQ-32B,structuring,sa,100,100,68.06916862726213,66.13108685712021,69.57362325787545,10000,20264914
QwQ-32B,structuring,field_completeness,100,100,98.66666666666667,96.33333333333333,100.0,10000,20264914
Doubao,structuring,strict_format,100,100,0.0,0.0,0.0,10000,20264914
Doubao,structuring,answer_recovery,100,100,99.0,97.0,100.0,10000,20264914
